EnsemblID	Chromosome	HGNC	st	en
ENSG00000168887	2	C2orf68	85833777	85839189
ENSG00000168878	2	SFTPB	85884437	85895864
ENSG00000115523	2	GNLY	85912298	85925977
ENSG00000199687	2	RNU1-38P	85955317	85955460
ENSG00000168874	2	ATOH8	85978467	86015189
ENSG00000252321	2	RN7SKP83	86047558	86047735
ENSG00000115525	2	ST3GAL5	86066267	86116137
ENSG00000068654	2	POLR1A	86247339	86333278
ENSG00000132300	2	PTCD3	86333305	86369280
ENSG00000208772	2	SNORD94	86362993	86363129
ENSG00000132305	2	IMMT	86371055	86422893
ENSG00000265420	2	MIR4779	86420149	86420231
ENSG00000132313	2	MRPL35	86426478	86440917
ENSG00000068615	2	REEP1	86441116	86565206
ENSG00000115548	2	KDM3A	86667770	86719839
ENSG00000115561	2	CHMP3	86730554	86948245
ENSG00000249884	2	RNF103-CHMP3	86732791	86948245
ENSG00000200563	2	RNU6-640P	86742327	86742431
ENSG00000239305	2	RNF103	86830516	86850989
ENSG00000153561	2	RMND5A	86947296	87005164
ENSG00000153563	2	CD8A	87011729	87035519
ENSG00000172116	2	CD8B	87042462	87089047
ENSG00000233673	2	ANAPC1P1	87098424	87149816
ENSG00000187627	2	RGPD1	87135076	87241104
ENSG00000183281	2	PLGLB1	87229682	87248975
ENSG00000264793	2	MIR4771-1	87421909	87421982
ENSG00000264793	2	MIR4771-2	87421909	87421982
ENSG00000233999	2	IGKV3OR2-268	87565634	87566158
ENSG00000222041	2	LINC00152	87754887	87906324
ENSG00000265507	2	MIR4435-1	87929274	87929353
ENSG00000265507	2	MIR4435-2	87929274	87929353
ENSG00000125551	2	PLGLB2	88047606	88058312
ENSG00000185304	2	RGPD2	88055474	88285309
ENSG00000229604	2	MTATP8P2	88124461	88124662
ENSG00000222724	2	RNU2-63P	88315873	88316066
ENSG00000172086	2	KRCC1	88326724	88355248
ENSG00000115593	2	SMYD1	88367299	88412906
ENSG00000265003	2	MIR4780	88382038	88382118
ENSG00000163586	2	FABP1	88422510	88427635
ENSG00000144115	2	THNSL2	88469835	88486146
ENSG00000202012	2	RNY4P15	88529088	88529183
ENSG00000232508	2	MRPL45P1	88664214	88665127
ENSG00000253029	2	RNU6-568P	88667312	88667381
ENSG00000212133	2	RNU6-1168P	88683013	88683116
ENSG00000252395	2	RNU6-1007P	88714417	88714523
ENSG00000214336	2	FOXI3	88747726	88752131
ENSG00000172073	2	TEX37	88824169	88829102
ENSG00000172071	2	EIF2AK3	88856259	88927094
ENSG00000153574	2	RPIA	88991162	89050452
ENSG00000230006	2	ANKRD36BP2	89065324	89106126
ENSG00000265510	2	MIR4436A	89111884	89111968
ENSG00000211592	2	IGKC	89156674	89157196
ENSG00000211593	2	IGKJ5	89160080	89160117
ENSG00000211594	2	IGKJ4	89160398	89160434
ENSG00000211595	2	IGKJ3	89160733	89160770
ENSG00000211596	2	IGKJ2	89161037	89161074
ENSG00000211597	2	IGKJ1	89161398	89161435
ENSG00000211598	2	IGKV4-1	89184913	89185669
ENSG00000211599	2	IGKV5-2	89196748	89197300
ENSG00000197794	2	IGKV7-3	89214597	89214894
ENSG00000225136	2	PGBD4P5	89221844	89222269
ENSG00000253435	2	IGKV2-4	89231184	89231898
ENSG00000243466	2	IGKV1-5	89246819	89247475
ENSG00000239855	2	IGKV1-6	89265781	89266286
ENSG00000243063	2	IGKV3-7	89277987	89278600
ENSG00000240671	2	IGKV1-8	89291928	89292450
ENSG00000241755	2	IGKV1-9	89309479	89310012
ENSG00000253278	2	IGKV2-10	89319489	89320183
ENSG00000241351	2	IGKV3-11	89326668	89327228
ENSG00000243290	2	IGKV1-12	89339721	89340242
ENSG00000253497	2	IGKV1-13	89345492	89345963
ENSG00000253265	2	IGKV2-14	89377506	89378280
ENSG00000244437	2	IGKV3-15	89384673	89385283
ENSG00000240864	2	IGKV1-16	89399352	89399854
ENSG00000240382	2	IGKV1-17	89416833	89417335
ENSG00000254157	2	IGKV2-18	89428207	89428966
ENSG00000253732	2	IGKV2-19	89434458	89434740
ENSG00000239951	2	IGKV3-20	89442057	89442643
ENSG00000211611	2	IGKV6-21	89459235	89459850
ENSG00000253578	2	IGKV1-22	89470259	89470696
ENSG00000253625	2	IGKV2-23	89471506	89472037
ENSG00000241294	2	IGKV2-24	89475812	89476644
ENSG00000253202	2	IGKV3-25	89491988	89492240
ENSG00000254098	2	IGKV2-26	89495584	89496317
ENSG00000244575	2	IGKV1-27	89512908	89513413
ENSG00000244116	2	IGKV2-28	89521179	89521942
ENSG00000253998	2	IGKV2-29	89533655	89534393
ENSG00000243238	2	IGKV2-30	89544264	89545079
ENSG00000253158	2	IGKV3-31	89551697	89552222
ENSG00000253870	2	IGKV1-32	89553057	89553501
ENSG00000242076	2	IGKV1-33	89567758	89568263
ENSG00000253860	2	IGKV3-34	89575056	89575545
ENSG00000253461	2	IGKV1-35	89586446	89586730
ENSG00000253487	2	IGKV2-36	89594990	89595212
ENSG00000239862	2	IGKV1-37	89597021	89597542
ENSG00000253592	2	IGKV2-38	89609655	89609901
ENSG00000242371	2	IGKV1-39	89619383	89619904
ENSG00000211619	2	IGKV2-40	89629873	89630186
ENSG00000251039	2	IGKV2D-40	89890601	89891307
ENSG00000251546	2	IGKV1D-39	89901292	89901791
ENSG00000254009	2	IGKV2D-38	89911273	89911512
ENSG00000250036	2	IGKV1D-37	89923550	89924026
ENSG00000253127	2	IGKV2D-36	89925832	89926057
ENSG00000232747	2	IGKV1D-35	89934312	89934582
ENSG00000253501	2	IGKV3D-34	89945567	89946056
ENSG00000239975	2	IGKV1D-33	89952792	89953355
ENSG00000253191	2	IGKV1D-32	89967232	89967677
ENSG00000253999	2	IGKV3D-31	89968511	89969012
ENSG00000239571	2	IGKV2D-30	89975669	89976489
ENSG00000243264	2	IGKV2D-29	89986322	89987079
ENSG00000242534	2	IGKV2D-28	89998789	89999564
ENSG00000224607	2	IGKV1D-27	90007677	90008154
ENSG00000211623	2	IGKV2D-26	90024732	90025512
ENSG00000254097	2	IGKV3D-25	90028797	90029031
ENSG00000241566	2	IGKV2D-24	90043607	90044439
ENSG00000254345	2	IGKV2D-23	90048212	90048737
ENSG00000253365	2	IGKV1D-22	90049551	90049994
ENSG00000225523	2	IGKV6D-21	90060377	90060995
ENSG00000211625	2	IGKV3D-20	90077680	90078311
ENSG00000253765	2	IGKV2D-19	90085628	90085889
ENSG00000254220	2	IGKV2D-18	90091427	90092218
ENSG00000211626	2	IGKV6D-41	90108504	90109080
ENSG00000242766	2	IGKV1D-17	90121477	90122133
ENSG00000241244	2	IGKV1D-16	90139078	90139580
ENSG00000224041	2	IGKV3D-15	90153696	90154258
ENSG00000254292	2	IGKV2D-14	90160638	90161416
ENSG00000211630	2	IGKV1D-13	90192768	90193424
ENSG00000240834	2	IGKV1D-12	90198535	90199190
ENSG00000211632	2	IGKV3D-11	90211643	90212253
ENSG00000253906	2	IGKV2D-10	90218730	90219428
ENSG00000211633	2	IGKV1D-42	90229045	90229531
ENSG00000242580	2	IGKV1D-43	90248739	90249395
ENSG00000239819	2	IGKV1D-8	90259593	90260248
ENSG00000235896	2	IGKV3D-7	90273679	90274235
ENSG00000219041	2	IGKV1OR2-118	91679087	91679734
ENSG00000222835	2	RNA5SP100	91862883	91862992
ENSG00000184303	2	DRD5P1	91872473	91874507
ENSG00000236969	2	GGT8P	91963970	91969195
ENSG00000235235	2	IGKV1OR-1	92005797	92006650
ENSG00000214330	2	ABCD1P5	92028627	92031828
ENSG00000227497	2	PABPC1P6	92065995	92068221
ENSG00000214329	2	SLC9B1P2	92071102	92119740
ENSG00000226481	2	ACTR3BP2	92128694	92130496
ENSG00000234898	2	CHEK2P3	92145462	92151636
ENSG00000223816	2	IGKV1OR2-2	92222172	92223026
ENSG00000237383	2	CNN2P11	95391419	95391680
ENSG00000213355	2	CNN2P8	95403082	95403994
ENSG00000223564	2	CYP4F32P	95425004	95426024
ENSG00000235571	2	SNX18P14	95452433	95453006
ENSG00000229089	2	ANKRD20A8P	95476791	95523027
ENSG00000212140	2	RNU6-1320P	95512278	95512384
ENSG00000163060	2	TEKT4	95537178	95542574
ENSG00000233158	2	RPS24P6	95578177	95578576
ENSG00000242822	2	RN7SL575P	95669292	95669588
ENSG00000172005	2	MAL	95691422	95719737
ENSG00000144029	2	MRPS5	95752952	95815179
ENSG00000144026	2	ZNF514	95813075	95831158
ENSG00000163067	2	ZNF2	95831177	95850065
ENSG00000155066	2	PROM2	95940201	95957056
ENSG00000115041	2	KCNIP3	95963052	96051825
ENSG00000235129	2	FABP7P2	96034255	96034633
ENSG00000115042	2	FAHD2A	96068469	96082364
ENSG00000204705	2	UBTFL5	96111911	96122840
ENSG00000144010	2	TRIM43B	96142715	96150479
ENSG00000226185	2	TRIM64FP	96180575	96185855
ENSG00000168992	2	OR7E102P	96212279	96213315
ENSG00000232717	2	TRIM51JP	96240647	96246512
ENSG00000144015	2	TRIM43	96257766	96265526
ENSG00000204699	2	UBTFL3	96285392	96296321
ENSG00000232931	2	LINC00342	96472866	96481963
ENSG00000174501	2	ANKRD36C	96514587	96657541
ENSG00000243039	2	RN7SL210P	96670313	96670601
ENSG00000231584	2	FAHD2CP	96676299	96689128
ENSG00000186281	2	GPAT2	96687694	96705199
ENSG00000222040	2	ADRA2B	96778707	96781984
ENSG00000188886	2	ASTL	96789589	96804175
ENSG00000158050	2	DUSP2	96808905	96811179
ENSG00000084090	2	STARD7	96850597	96874563
ENSG00000204685	2	STARD7-AS1	96874154	96908359
ENSG00000135956	2	TMEM127	96914254	96931732
ENSG00000144021	2	CIAO1	96931870	96939087
ENSG00000144028	2	SNRNP200	96940074	96971297
ENSG00000198885	2	ITPRIPL1	96991069	96994091
ENSG00000121152	2	NCAPH	97001525	97039583
ENSG00000163121	2	NEURL3	97163383	97173846
ENSG00000196843	2	ARID5A	97202480	97218375
ENSG00000114982	2	KANSL3	97258907	97308524
ENSG00000249715	2	FER1L5	97308474	97370624
ENSG00000114988	2	LMAN2L	97371666	97405801
ENSG00000158158	2	CNNM4	97426639	97477628
ENSG00000264157	2	MIR3127	97464015	97464090
ENSG00000168763	2	CNNM3	97481982	97499648
ENSG00000163126	2	ANKRD23	97490263	97523671
ENSG00000213337	2	ANKRD39	97502348	97523832
ENSG00000168758	2	SEMA4C	97525453	97536494
ENSG00000168754	2	FAM178B	97541620	97684175
ENSG00000252845	2	RNA5SP101	97622445	97622552
ENSG00000144188	2	TRIM43CP	97691718	97697373
ENSG00000270748	2	IGKV2OR2-1	97712325	97712628
ENSG00000271402	2	IGKV2OR2-2	97716466	97716765
ENSG00000204670	2	IGKV1OR2-3	97725682	97726152
ENSG00000144199	2	FAHD2B	97749320	97760619
ENSG00000242421	2	RN7SL313P	97766321	97766609
ENSG00000135976	2	ANKRD36	97779233	97930258
ENSG00000270187	2	IGKV1OR2-11	97987331	97987617
ENSG00000271226	2	IGKV2OR2-10	97996726	97997025
ENSG00000271015	2	IGKV2OR2-7	98000864	98001167
ENSG00000271569	2	IGKV1OR2-6	98018364	98018640
ENSG00000270252	2	IGKV3OR2-5	98024520	98024800
ENSG00000270450	2	IGKV2OR2-7D	98037725	98038028
ENSG00000271630	2	IGKV2OR2-8	98041867	98042166
ENSG00000271351	2	IGKV1OR2-9	98051276	98051562
ENSG00000196912	2	ANKRD36B	98108978	98206428
ENSG00000228970	2	UBTFL6	98253060	98254266
ENSG00000135940	2	COX5B	98262503	98264846
ENSG00000115073	2	ACTR1B	98272431	98280570
ENSG00000228486	2	LINC01125	98280680	98319527
ENSG00000201806	2	RNU4-8P	98281054	98281194
ENSG00000115085	2	ZAP70	98330023	98356325
ENSG00000075568	2	TMEM131	98372799	98612388
ENSG00000235734	2	HMGN1P36	98443711	98444013
ENSG00000238719	2	RNU7-96P	98529517	98529580
ENSG00000168658	2	VWA3B	98703579	98929762
ENSG00000231635	2	ATP5BP1	98822614	98824187
ENSG00000144191	2	CNGA3	98962618	99015064
ENSG00000040933	2	INPP4A	99061317	99210853
ENSG00000183513	2	COA5	99215773	99224978
ENSG00000115446	2	UNC50	99225042	99234978
ENSG00000071073	2	MGAT4A	99235569	99347589
ENSG00000236564	2	YWHAQP5	99310572	99311953
ENSG00000201070	2	RNU4-84P	99398873	99399011
ENSG00000196872	2	KIAA1211L	99410309	99552722
ENSG00000238830	2	RNU7-46P	99457138	99457199
ENSG00000135951	2	TSGA10	99613724	99771427
ENSG00000241962	2	C2orf15	99757948	99939204
ENSG00000144182	2	LIPT1	99771418	99779620
ENSG00000158411	2	MITD1	99777890	99797521
ENSG00000185414	2	MRPL30	99797542	99814089
ENSG00000185674	2	LYG2	99858709	99871745
ENSG00000144214	2	LYG1	99900701	99921205
ENSG00000115514	2	TXNDC9	99935445	99957165
ENSG00000158417	2	EIF5B	99953816	100017789
ENSG00000135945	2	REV1	100016938	100106497
ENSG00000144218	2	AFF3	100162323	100759201
ENSG00000232084	2	LINC01104	100824716	100867946
ENSG00000170500	2	LONRF2	100889753	100939195
ENSG00000115526	2	CHST10	101008327	101034118
ENSG00000204640	2	NMS	101086944	101099742
ENSG00000266005	2	RN7SL611P	101172512	101172782
ENSG00000115539	2	PDCL3	101179152	101193197
ENSG00000227259	2	HMGN2P22	101207612	101207786
ENSG00000265839	2	RN7SL360P	101217328	101217618
ENSG00000226034	2	NANOGNBP1	101276661	101277140
ENSG00000170485	2	NPAS2	101436614	101613291
ENSG00000071082	2	RPL31	101618177	101640494
ENSG00000204634	2	TBC1D8	101624079	101869328
ENSG00000265860	2	RN7SL548P	101710031	101710285
ENSG00000158435	2	CNOT11	101869264	101886778
ENSG00000163162	2	RNF149	101887681	101925163
ENSG00000212283	2	SNORD89	101889398	101889511
ENSG00000264857	2	MIR5696	101925912	101925996
ENSG00000175874	2	CREG2	101962013	102004057
ENSG00000196460	2	RFX8	102013823	102091165
ENSG00000071054	2	MAP4K4	102313312	102511149
ENSG00000115590	2	IL1R2	102608306	102645006
ENSG00000115594	2	IL1R1	102681004	102796334
ENSG00000115598	2	IL1RL2	102803433	102856462
ENSG00000115602	2	IL1RL1	102927962	102968497
ENSG00000115604	2	IL18R1	102927989	103015218
ENSG00000115607	2	IL18RAP	103035149	103069025
ENSG00000264764	2	MIR4772	103048749	103048826
ENSG00000180251	2	SLC9A4	103089762	103150431
ENSG00000115616	2	SLC9A2	103236166	103327777
ENSG00000135953	2	MFSD9	103332299	103353347
ENSG00000170417	2	TMEM182	103353367	103460352
ENSG00000233955	2	AHCYP3	105011460	105012738
ENSG00000235597	2	LINC01102	105049725	105137290
ENSG00000234781	2	LINC01103	105104916	105126967
ENSG00000234177	2	LINC01114	105363096	105374177
ENSG00000213301	2	HMGB3P11	105387740	105388343
ENSG00000233639	2	LINC01158	105424030	105469641
ENSG00000198914	2	POU3F3	105471969	105476929
ENSG00000229743	2	LINC01159	105481955	105489053
ENSG00000135972	2	MRPS9	105654441	105716418
ENSG00000135973	2	GPR45	105858200	105859924
ENSG00000135966	2	TGFBRAP1	105880871	105946491
ENSG00000135974	2	C2orf49	105953816	105965668
ENSG00000115641	2	FHL2	105974169	106054970
ENSG00000071051	2	NCK2	106361354	106510730
ENSG00000119147	2	C2orf40	106679702	106694615
ENSG00000115652	2	UXS1	106709759	106810795
ENSG00000240935	2	PLGLA	106998562	107010027
ENSG00000153165	2	RGPD3	107021446	107084832
ENSG00000254126	2	CD8BP	107103824	107123396
ENSG00000214199	2	EEF1A1P12	107313787	107315132
ENSG00000144057	2	ST6GAL2	107418056	107503564
ENSG00000238250	2	ST6GAL2-IT1	107439379	107441487
ENSG00000229360	2	PPP1R2P5	107557336	107557938
ENSG00000232991	2	GACAT1	108370568	108438585
ENSG00000230651	2	RGPD4-AS1	108439519	108443347
ENSG00000196862	2	RGPD4	108443388	108507297
ENSG00000115665	2	SLC5A7	108602979	108630450
ENSG00000196228	2	SULT1C3	108863651	108881807
ENSG00000198203	2	SULT1C2	108905095	108926371
ENSG00000237223	2	SULT1C2P1	108938694	108970255
ENSG00000198075	2	SULT1C4	108994367	109004513
ENSG00000135968	2	GCC2	109065017	109125871
ENSG00000169756	2	LIMS1	109150857	109303702
ENSG00000153201	2	RANBP2	109335937	109402267
ENSG00000163006	2	CCDC138	109403213	109501933
ENSG00000135960	2	EDAR	109510927	109605828
ENSG00000259863	2	SH3RF3-AS1	109743783	109745386
ENSG00000172985	2	SH3RF3	109745804	110262207
ENSG00000264934	2	MIR4265	109757946	109758044
ENSG00000228551	2	SNRPGP9	109867878	109868102
ENSG00000265965	2	MIR4266	109930027	109930081
ENSG00000186522	2	SEPT10	110300559	110371783
ENSG00000198142	2	SOWAHC	110371911	110376563
ENSG00000231099	2	BMS1P19	110424705	110425579
ENSG00000233707	2	RPL22P11	110494713	110495100
ENSG00000015568	2	RGPD5	110550335	110615272
ENSG00000256977	2	LIMS3	110656005	110677180
ENSG00000240069	2	GPAA1P1	110741635	110742565
ENSG00000225108	2	ZBTB45P1	110744516	110745971
ENSG00000204588	2	LINC01123	110744640	110753717
ENSG00000265682	2	MIR4267	110827538	110827619
ENSG00000144063	2	MALL	110841447	110874143
ENSG00000264979	2	MIR4436B1	110844010	110844100
ENSG00000264979	2	MIR4436B2	110844010	110844100
ENSG00000144061	2	NPHP1	110879888	110962643
ENSG00000175701	2	LINC00116	110969106	111002997
ENSG00000263881	2	MIR4436B1	111042430	111042520
ENSG00000263881	2	MIR4436B2	111042430	111042520
ENSG00000175772	2	LINC01106	111132715	111142019
ENSG00000226065	2	ZBTB45P2	111140689	111142219
ENSG00000256671	2	LIMS3L	111222628	111230511
ENSG00000183054	2	RGPD6	111271389	111334762
ENSG00000169679	2	BUB1	111395275	111435691
ENSG00000153093	2	ACOXL	111490150	111875799
ENSG00000236330	2	RPL5P9	111725411	111726296
ENSG00000153094	2	BCL2L11	111876955	111926024
ENSG00000172965	2	MIR4435-1HG	111953927	112252677
ENSG00000226928	2	RPS14P4	112053206	112053623
ENSG00000266139	2	MIR4435-1	112078589	112078668
ENSG00000266139	2	MIR4435-2	112078589	112078668
ENSG00000153107	2	ANAPC1	112523848	112642267
ENSG00000266063	2	MIR4771-1	112528638	112528711
ENSG00000266063	2	MIR4771-2	112528638	112528711
ENSG00000153208	2	MERTK	112656056	112787138
ENSG00000240183	2	RN7SL297P	112687752	112688041
ENSG00000153214	2	TMEM87B	112812800	112876895
ENSG00000144152	2	FBLN7	112895962	112945791
ENSG00000144161	2	ZC3H8	112969102	113012713
ENSG00000188177	2	ZC3H6	113033171	113097640
ENSG00000169629	2	RGPD8	113127669	113192065
ENSG00000114999	2	TTL	113239731	113299316
ENSG00000125630	2	POLR1B	113299492	113334635
ENSG00000125611	2	CHCHD5	113341817	113346852
ENSG00000144136	2	SLC20A1	113403434	113421404
ENSG00000144130	2	NT5DC4	113479063	113500456
ENSG00000169607	2	CKAP2L	113493930	113522254
ENSG00000115008	2	IL1A	113531492	113542167
ENSG00000125538	2	IL1B	113587328	113594480
ENSG00000125571	2	IL37	113670548	113676459
ENSG00000136688	2	IL36G	113730780	113743242
ENSG00000236124	2	HMGN2P23	113738743	113739011
ENSG00000136694	2	IL36A	113763038	113765621
ENSG00000136696	2	IL36B	113779668	113810444
ENSG00000136695	2	IL36RN	113816215	113822959
ENSG00000136697	2	IL1F10	113825547	113833427
ENSG00000201805	2	RNU6-1180P	113844382	113844488
ENSG00000136689	2	IL1RN	113864791	113891593
ENSG00000125637	2	PSD4	113914902	113966973
ENSG00000189223	2	PAX8-AS1	113969099	114034158
ENSG00000125618	2	PAX8	113973574	114036527
ENSG00000231292	2	IGKV1OR2-108	114163973	114164486
ENSG00000136682	2	CBWD2	114195268	114253766
ENSG00000184492	2	FOXD4L1	114256661	114258728
ENSG00000226516	2	FAM138B	114334959	114336429
ENSG00000221055	2	MIR1302-3	114340536	114340673
ENSG00000146556	2	WASH2P	114341664	114356655
ENSG00000236397	2	DDX11L2	114356606	114359144
ENSG00000240356	2	RPL23AP7	114368079	114384667
ENSG00000144134	2	RABL2A	114384806	114400973
ENSG00000202427	2	RNU6-744P	114438688	114438794
ENSG00000115084	2	SLC35F5	114462588	114514400
ENSG00000265429	2	MIR4782	114478867	114478945
ENSG00000115091	2	ACTR3	114647537	114720173
ENSG00000231926	2	SEPHS1P7	115017627	115018803
ENSG00000222923	2	RNU2-41P	115177702	115177879
ENSG00000175497	2	DPP10	115199876	116603328
ENSG00000231538	2	DPP10-AS3	115586009	115591125
ENSG00000235717	2	DPP10-AS2	115591407	115593165
ENSG00000235026	2	DPP10-AS1	115888512	115918920
ENSG00000230391	2	RPSAP23	116225632	116226514
ENSG00000230158	2	MTND1P28	117781494	117782443
ENSG00000230950	2	MTND2P21	117782653	117783694
ENSG00000239185	2	RNU7-190P	117897291	117897351
ENSG00000088205	2	DDX18	118572226	118589955
ENSG00000125631	2	HTR5BP	118617003	118692518
ENSG00000125633	2	CCDC93	118673054	118771709
ENSG00000243510	2	RN7SL111P	118773958	118774243
ENSG00000125629	2	INSIG2	118846028	118868573
ENSG00000163064	2	EN1	119599747	119605254
ENSG00000019169	2	MARCO	119699742	119752236
ENSG00000144119	2	C1QL2	119913819	119916465
ENSG00000264833	2	RN7SL468P	119927398	119927691
ENSG00000115107	2	STEAP3	119981384	120023228
ENSG00000229867	2	STEAP3-AS1	120001998	120006647
ENSG00000186132	2	C2orf76	120059801	120124404
ENSG00000155368	2	DBI	120124497	120130126
ENSG00000171227	2	TMEM37	120187477	120196096
ENSG00000080293	2	SCTR	120197419	120282070
ENSG00000144120	2	TMEM177	120436743	120444083
ENSG00000088179	2	PTPN4	120517207	120741394
ENSG00000115109	2	EPB41L5	120770581	120936695
ENSG00000233286	2	MTND3P10	120970511	120970851
ENSG00000234065	2	MTND4P26	120971207	120972565
ENSG00000223549	2	MTND5P28	120972757	120974855
ENSG00000226479	2	TMEM185B	120978854	120980984
ENSG00000144118	2	RALB	120997640	121052289
ENSG00000163083	2	INHBB	121103719	121109384
ENSG00000268194	2	LINC01101	121221911	121223697
ENSG00000074047	2	GLI2	121493199	121750229
ENSG00000115112	2	TFCP2L1	121974163	122042783
ENSG00000074054	2	CLASP1	122095352	122407163
ENSG00000264229	2	RNU4ATAC	122288457	122288583
ENSG00000236859	2	NIFK-AS1	122407226	122485784
ENSG00000230993	2	RPL12P15	122416051	122416549
ENSG00000213239	2	NPM1P32	122466088	122466691
ENSG00000155438	2	NIFK	122484521	122494499
ENSG00000211460	2	TSN	122494679	122525429
ENSG00000223118	2	RN7SKP102	124626833	124627147
ENSG00000155052	2	CNTNAP5	124782864	125672864
ENSG00000238046	2	MTND5P22	125438299	125438493
ENSG00000252674	2	RNA5SP102	125690492	125690597
ENSG00000206726	2	RNU6-259P	125746796	125746902
ENSG00000213236	2	YWHAZP2	127315012	127315739
ENSG00000136732	2	GYPC	127413509	127454246
ENSG00000206963	2	RNU6-675P	127460415	127460518
ENSG00000238788	2	RNU7-182P	127774997	127775058
ENSG00000136717	2	BIN1	127805603	127864931
ENSG00000237630	2	NIFKP9	127927587	127927807
ENSG00000186684	2	CYP27C1	127941696	127977654
ENSG00000163161	2	ERCC3	128014866	128051752
ENSG00000169967	2	MAP3K2	128056306	128146041
ENSG00000200250	2	RNU6-1147P	128074449	128074555
ENSG00000115718	2	PROC	128176003	128186822
ENSG00000264075	2	MIR4783	128181113	128181194
ENSG00000163166	2	IWS1	128193783	128284462
ENSG00000202429	2	RNU4-48P	128229810	128229991
ENSG00000169994	2	MYO7B	128293378	128395304
ENSG00000072163	2	LIMS2	128395956	128439360
ENSG00000144230	2	GPR17	128403439	128410213
ENSG00000136709	2	WDR33	128458596	128568761
ENSG00000173349	2	SFT2D3	128458597	128461385
ENSG00000201470	2	RNY4P7	128556477	128556572
ENSG00000202532	2	RNU6-395P	128602810	128602915
ENSG00000144231	2	POLR2D	128603840	128615731
ENSG00000144233	2	AMMECR1L	128619204	128643496
ENSG00000136715	2	SAP130	128698791	128785694
ENSG00000136731	2	UGGT1	128848774	128953251
ENSG00000264856	2	RN7SL206P	128879655	128879963
ENSG00000229758	2	DYNLT3P2	128957475	128957769
ENSG00000136720	2	HS6ST1	128994290	129076151
ENSG00000238379	2	RNA5SP103	129202655	129202772
ENSG00000227653	2	ISCA1P6	129276362	129276751
ENSG00000225449	2	RAB6C-AS1	130724165	130738039
ENSG00000222014	2	RAB6C	130737235	130740311
ENSG00000180178	2	FAR2P1	130748029	130808704
ENSG00000231147	2	ARHGAP42P2	130763773	130766696
ENSG00000231240	2	KLF2P1	130794531	130795995
ENSG00000248313	2	CYP4F27P	130805999	130807013
ENSG00000196604	2	POTEF	130831108	130886795
ENSG00000252223	2	RNU6-1049P	130866777	130866883
ENSG00000223760	2	MED15P9	130887194	130896990
ENSG00000152076	2	CCDC74B	130896860	130902707
ENSG00000136699	2	SMPD4	130908981	130940323
ENSG00000152082	2	MZT2B	130939310	130948302
ENSG00000152086	2	TUBA3E	130949318	130956034
ENSG00000230756	2	RHOQP3	130970443	130971063
ENSG00000236595	2	MED15P5	131009141	131010132
ENSG00000237722	2	MTND1P29	131028169	131029845
ENSG00000231954	2	MTND2P22	131030052	131031084
ENSG00000232990	2	MTATP6P7	131034080	131034760
ENSG00000230548	2	MTND4P27	131036330	131037683
ENSG00000234934	2	MTND5P29	131037872	131039678
ENSG00000248136	2	MTND6P8	131039658	131040179
ENSG00000136710	2	CCDC115	131095814	131099922
ENSG00000136718	2	IMP4	131099798	131105383
ENSG00000072135	2	PTPN18	131113580	131132982
ENSG00000178162	2	FAR2P2	131174328	131188936
ENSG00000230646	2	KLF2P2	131185304	131186798
ENSG00000239402	2	CYP4F62P	131187400	131199048
ENSG00000196834	2	POTEI	131217028	131267239
ENSG00000251973	2	RNU6-473P	131255316	131255422
ENSG00000152093	2	CFC1B	131278770	131285579
ENSG00000136698	2	CFC1	131350339	131357123
ENSG00000222038	2	POTEJ	131369054	131415664
ENSG00000251757	2	RNU6-848P	131380411	131380517
ENSG00000214081	2	CYP4F30P	131437623	131449264
ENSG00000240253	2	FAR2P3	131447706	131476404
ENSG00000223349	2	KLF2P3	131449816	131451343
ENSG00000173302	2	GPR148	131486643	131487909
ENSG00000178171	2	AMER3	131513008	131525707
ENSG00000232503	2	CYCSP8	131534219	131534530
ENSG00000136002	2	ARHGEF4	131594489	131804836
ENSG00000152102	2	FAM168B	131805449	131851033
ENSG00000115762	2	PLEKHB2	131862420	132111282
ENSG00000230450	2	NEK2P4	131935191	131936519
ENSG00000236956	2	NF1P8	131947407	131955066
ENSG00000248796	2	MED15P8	131958715	131960514
ENSG00000188219	2	POTEE	131975882	132022965
ENSG00000212199	2	RNU6-127P	131987180	131987286
ENSG00000178206	2	CYP4F31P	132044330	132050127
ENSG00000231431	2	FAR2P4	132046326	132066641
ENSG00000236516	2	KLF2P4	132056793	132058017
ENSG00000227817	2	ARHGAP42P1	132085749	132088430
ENSG00000227275	2	MTND6P10	132127358	132127874
ENSG00000235080	2	MTND5P23	132127994	132129648
ENSG00000231777	2	MTND4P21	132129867	132131223
ENSG00000236590	2	MTATP6P4	132138489	132139163
ENSG00000234939	2	MTND2P18	132142034	132143063
ENSG00000234576	2	MTND1P26	132143273	132143810
ENSG00000226831	2	MED15P3	132152790	132153115
ENSG00000223631	2	LINC01120	132160474	132166622
ENSG00000214077	2	GNAQP1	132181374	132182440
ENSG00000232742	2	RHOQP2	132218533	132219150
ENSG00000173272	2	MZT2A	132222473	132250316
ENSG00000075886	2	TUBA3D	132233666	132240507
ENSG00000265575	2	MIR4784	132248733	132248809
ENSG00000163040	2	CCDC74A	132285248	132291239
ENSG00000224679	2	MED15P4	132292760	132294561
ENSG00000204434	2	POTEKP	132349325	132384839
ENSG00000251956	2	RNU6-617P	132360363	132360469
